trend_name,trend_url,trend_query,tweet_volume,searched_at_datetime,searched_in_country
#KeremAVerissimo,http://twitter.com/search?q=%23KeremAVerissimo,%23KeremAVerissimo,147270.0,2021-09-25 12:15:46.583332,Italy
#gfvip,http://twitter.com/search?q=%23gfvip,%23gfvip,94278.0,2021-09-25 12:15:46.583332,Italy
#TeenWolf,http://twitter.com/search?q=%23TeenWolf,%23TeenWolf,97455.0,2021-09-25 12:15:46.583332,Italy
#25settembre,http://twitter.com/search?q=%2325settembre,%2325settembre,,2021-09-25 12:15:46.583332,Italy
#SharonStone,http://twitter.com/search?q=%23SharonStone,%23SharonStone,,2021-09-25 12:15:46.583332,Ukraine
#CreativeSociety,http://twitter.com/search?q=%23CreativeSociety,%23CreativeSociety,,2021-09-25 12:15:46.583332,Ukraine
#ZFF2021,http://twitter.com/search?q=%23ZFF2021,%23ZFF2021,,2021-09-25 12:15:46.583332,Ukraine
#allatraunites,http://twitter.com/search?q=%23allatraunites,%23allatraunites,,2021-09-25 12:15:46.583332,Ukraine
#MyUniverse,http://twitter.com/search?q=%23MyUniverse,%23MyUniverse,982148.0,2021-09-25 12:15:46.583332,Ukraine
#MyUniverse,http://twitter.com/search?q=%23MyUniverse,%23MyUniverse,982148.0,2021-09-25 12:15:46.583332,Mexico
#FutbolPorSKY,http://twitter.com/search?q=%23FutbolPorSKY,%23FutbolPorSKY,,2021-09-25 12:15:46.583332,Mexico
#lazopilota,http://twitter.com/search?q=%23lazopilota,%23lazopilota,21087.0,2021-09-25 12:15:46.583332,Mexico
#SalarioRosa,http://twitter.com/search?q=%23SalarioRosa,%23SalarioRosa,10891.0,2021-09-25 12:15:46.583332,Mexico
#FelizSabado,http://twitter.com/search?q=%23FelizSabado,%23FelizSabado,,2021-09-25 12:15:46.583332,Mexico
#CHEMCI,http://twitter.com/search?q=%23CHEMCI,%23CHEMCI,51723.0,2021-09-25 12:15:46.583332,United States
#MUNAVL,http://twitter.com/search?q=%23MUNAVL,%23MUNAVL,38425.0,2021-09-25 12:15:46.583332,United States
#AFLGF,http://twitter.com/search?q=%23AFLGF,%23AFLGF,39668.0,2021-09-25 12:15:46.583332,United States
#SaturdayMorning,http://twitter.com/search?q=%23SaturdayMorning,%23SaturdayMorning,13617.0,2021-09-25 12:15:46.583332,United States
#MUFC,http://twitter.com/search?q=%23MUFC,%23MUFC,65312.0,2021-09-25 12:15:46.583332,United States
